 fr 	 true 	 2013-06-27T14:06:52+02:00
 fr 	 false 	 2013-06-27T14:07:34+02:00
 vi 	 false 	 2013-07-01T17:35:25+02:00
 fr 	 false 	 2013-07-10T10:03:16+02:00
 fr 	 true 	 2013-07-10T10:04:04+02:00
 fr 	 true 	 2013-07-10T10:36:07+02:00
 fr 	 true 	 2013-07-10T10:45:59+02:00
 vi 	 true 	 2013-07-10T13:36:10+02:00
 vi 	 false 	 2013-07-10T16:29:12+02:00
 vi 	 true 	 2013-07-10T19:11:51+02:00
 vi 	 true 	 2013-07-10T19:19:29+02:00
 vi 	 true 	 2013-07-10T19:27:41+02:00
 vi 	 true 	 2013-07-10T19:32:12+02:00
 vi 	 true 	 2013-07-10T19:41:26+02:00
 vi 	 true 	 2013-07-10T19:52:15+02:00
 vi 	 false 	 2013-07-10T19:56:14+02:00
 vi 	 true 	 2013-07-10T19:58:11+02:00
 vi 	 true 	 2013-07-10T20:08:29+02:00
 vi 	 true 	 2013-07-10T20:09:16+02:00
 vi 	 false 	 2013-07-10T20:09:36+02:00
 vi 	 true 	 2013-07-10T20:43:27+02:00
 vi 	 true 	 2013-07-10T20:44:04+02:00
 vi 	 true 	 2013-07-10T20:52:45+02:00
 vi 	 true 	 2013-07-10T20:55:08+02:00
 vi 	 true 	 2013-07-10T20:55:11+02:00
 vi 	 true 	 2013-07-10T21:00:52+02:00
 vi 	 true 	 2013-07-10T21:03:16+02:00
 vi 	 true 	 2013-07-10T21:15:07+02:00
 vi 	 true 	 2013-07-10T21:23:36+02:00
 vi 	 true 	 2013-07-10T21:26:58+02:00
 vi 	 true 	 2013-07-10T21:27:18+02:00
 vi 	 true 	 2013-07-10T21:29:37+02:00
 vi 	 true 	 2013-07-10T21:44:17+02:00
 vi 	 true 	 2013-07-10T21:49:46+02:00
 vi 	 true 	 2013-07-10T22:09:13+02:00
 vi 	 true 	 2013-07-10T22:11:56+02:00
 vi 	 true 	 2013-07-10T22:21:57+02:00
 vi 	 false 	 2013-07-10T22:27:28+02:00
 vi 	 false 	 2013-07-10T22:42:27+02:00
 vi 	 true 	 2013-07-10T22:54:25+02:00
 vi 	 true 	 2013-07-10T23:33:27+02:00
 vi 	 false 	 2013-07-10T23:42:25+02:00
 vi 	 true 	 2013-07-10T23:55:28+02:00
 vi 	 true 	 2013-07-10T23:56:26+02:00
 vi 	 true 	 2013-07-11T00:01:05+02:00
 vi 	 false 	 2013-07-11T00:02:12+02:00
 vi 	 true 	 2013-07-11T00:02:15+02:00
